,fbeta_score,loss,precision,recall,val_fbeta_score,val_loss,val_precision,val_recall
0,0.8982234574420441,1.5537211091317225,0.8978765897330526,0.8985833139105381,0.9152514597382209,1.3599640718012145,0.9133689758753536,0.9171717040466539
1,0.9017114061196252,1.5770007470417002,0.9010304367512779,0.9024061151694951,0.9121544487548597,1.4086292945977412,0.9111989375316736,0.9131313038594795
2,0.9017314401963922,1.5752675370034386,0.9017314977905363,0.9017314977905363,0.9112298783629832,1.4247327115800645,0.9094017009542446,0.9131313020532782
3,0.9033055382818218,1.5500345519875078,0.9033055978864666,0.9033055978864666,0.9171716504626803,1.3277572197745544,0.9171717100673251,0.9171717100673251
4,0.9033055358558176,1.5500344115197606,0.9033055947902955,0.9033055947902955,0.9171716504626803,1.3277572197745544,0.9171717100673251,0.9171717100673251
5,0.9033055394345089,1.5500344021783972,0.9033055976988199,0.9033055976988199,0.9171716504626803,1.3277572197745544,0.9171717100673251,0.9171717100673251
6,0.903305532062673,1.550034429990324,0.9033055916673177,0.9033055916673177,0.9171716504626803,1.3277572197745544,0.9171717100673251,0.9171717100673251
7,0.9033055348237605,1.550034418209553,0.9033055957687391,0.9033055957687391,0.9171716504626803,1.3277572197745544,0.9171717100673251,0.9171717100673251
8,0.9033055348237605,1.55003441016755,0.9033055930880716,0.9033055930880716,0.9171716504626803,1.3277572197745544,0.9171717100673251,0.9171717100673251
9,0.9033055393272822,1.5500343993487662,0.9033055969214262,0.9033055969214262,0.9171716504626803,1.3277572197745544,0.9171717100673251,0.9171717100673251
